,0,1,2
93,9283.227775424399,8377.979072748929,7653.499643710533
94,8206.904993672932,7296.805758476619,8142.397795337691
95,7262.256586380559,7534.114110541932,10000.0
96,8427.985554223389,7518.531059492067,7475.8737721304215
97,7858.063091872728,7121.58885605486,10000.0
98,10000.0,10000.0,7489.127323768694
99,10000.0,9441.775173656584,10000.0
100,7963.300052423245,7139.077872703701,7487.02613395976
101,10000.0,10000.0,7494.469869429699
102,7881.234194905921,7141.698342030075,7616.495108642922
103,9074.872053546149,8168.334470917029,7486.881678027614
104,10000.0,10000.0,10000.0
105,9097.317695749207,8190.910420974511,10000.0
106,10000.0,10000.0,10000.0
107,7309.964127065153,7119.3844143205915,10000.0
108,10000.0,10000.0,10000.0
109,7835.871425522752,7128.038052535544,10000.0
110,8186.721860482953,7276.5742754647945,10000.0
111,7404.476261779576,7130.348423288898,10000.0
112,7187.169448850389,7126.38412515736,7953.5184791566035
113,10000.0,10000.0,10000.0
114,10000.0,10000.0,7489.34538593911
115,10000.0,10000.0,9398.199833770052
116,7090.264673491278,7149.899205722613,10000.0
117,10000.0,10000.0,10000.0
118,10000.0,10000.0,7441.884171495017
119,10000.0,10000.0,7458.0733479415985
120,7887.9998850998,8795.485313034014,10000.0
121,10000.0,10000.0,9525.709013005413
122,10000.0,10000.0,10000.0
123,8541.61857275428,7632.56544976153,7680.608554857748
124,10000.0,10000.0,8202.203359599895
125,8416.292644507237,7506.793257326329,10000.0
126,10000.0,10000.0,10000.0
127,10000.0,10000.0,7488.038969642682
128,10000.0,10000.0,7489.854702382937
129,10000.0,10000.0,10000.0
130,10000.0,10000.0,10000.0
131,10000.0,10000.0,10000.0
132,7113.023172074014,7343.03792901378,10000.0
133,10000.0,10000.0,10000.0
134,7826.950689059156,7138.4377132342415,10000.0
135,10000.0,10000.0,10000.0
136,7264.980136400696,7741.532375628297,10000.0
137,10000.0,10000.0,10000.0
138,7091.551619247602,7126.2461526167135,10000.0
139,7625.159958856143,7147.187772950958,10000.0
140,10000.0,10000.0,7861.45031684737
141,10000.0,10000.0,10000.0
142,10000.0,10000.0,10000.0
143,10000.0,10000.0,10000.0
144,7278.324900122769,7349.985220622394,10000.0
145,7098.4939331532005,7143.429470535535,10000.0
146,7673.169340699892,7140.595281235441,7470.983860569591
147,9172.879943603473,8266.935371856714,10000.0
148,10000.0,10000.0,7957.426796232947
149,10000.0,10000.0,7488.473918991025
150,10000.0,9631.525253316475,7487.387531153132
151,10000.0,10000.0,7848.708912429558
152,10000.0,10000.0,10000.0
153,10000.0,10000.0,10000.0
154,10000.0,10000.0,8232.229583991679
155,10000.0,10000.0,10000.0
156,7095.5854927863065,7479.063515641362,10000.0
157,10000.0,10000.0,10000.0
158,7113.023172074014,7584.217418491791,10000.0
159,7314.724502127798,7451.367277801577,10000.0
160,10000.0,10000.0,10000.0
161,10000.0,10000.0,7487.242928200514
162,10000.0,10000.0,7491.313761725098
163,8705.412373524505,7797.010495999379,10000.0
164,7265.424526737397,7128.623906918026,7456.408450534683
165,8689.975282399912,7781.524744990231,10000.0
166,8689.707804191185,7781.237861193532,7487.170648753018
167,8238.818708654482,7328.798381095115,9196.272298047797
168,7090.483342442437,7146.896732512871,7481.935859810975
169,10000.0,10000.0,10000.0
170,10000.0,10000.0,9469.66650575303
171,8313.420211257042,7403.612396089451,7473.203010027972
172,8482.654014864358,7573.390047069079,10000.0
173,10000.0,10000.0,9117.756326781111
174,9848.569281296306,8947.64153183694,8830.732181925869
175,9284.20475326084,8378.971109255715,7474.982734507725
176,7084.152934241549,7125.034046894457,8812.126412494805
177,10000.0,10000.0,10000.0
178,10000.0,10000.0,10000.0
179,10000.0,10000.0,10000.0
180,7100.219687666714,7130.41064237655,10000.0
181,10000.0,10000.0,10000.0
182,10000.0,10000.0,10000.0
183,10000.0,10000.0,10000.0
184,10000.0,10000.0,10000.0
185,10000.0,10000.0,10000.0
186,7675.102176164097,8583.6550185767,10000.0
187,7080.4881399525275,7144.916254342051,10000.0
188,10000.0,10000.0,10000.0
189,8653.047405664325,7744.425562600962,10000.0
190,10000.0,10000.0,8085.311599116183
191,7260.026519273355,7124.164790014826,7456.759289131992
192,7076.67773036255,7141.54273764541,7470.1258244514565
193,10000.0,10000.0,10000.0
194,7185.820531493161,7125.291156790711,7461.56505653885
195,7107.396273846905,7117.386039164163,10000.0
196,7622.751715503733,7129.481708669998,9178.76519538357
197,8441.736843079427,7532.329306728585,10000.0
198,7924.960994250737,7112.805623125931,7473.202295984754
199,7094.119782626383,7116.50754698465,10000.0
200,10000.0,9150.890210264386,10000.0
201,7191.6959354353085,8101.9375460786505,10000.0
202,10000.0,10000.0,8692.429325478406
203,10000.0,9690.336649741064,7757.700892869755
204,7089.528855046289,7150.940433266888,9619.29778590688
205,7493.969380550856,8403.271486666781,10000.0
206,7083.76016715003,7608.687670652338,10000.0
207,10000.0,10000.0,10000.0
208,7084.9132348266485,7142.991091146484,10000.0
209,7119.771757501785,8030.175723844213,10000.0
210,7121.96889114491,8032.370419829423,10000.0
211,10000.0,10000.0,10000.0
212,7392.322195890363,7119.954244070727,8785.144116911715
213,10000.0,10000.0,10000.0
214,7717.258652648604,7142.572148532818,8765.110617043889
215,7378.818527007063,7459.424847184083,10000.0
216,10000.0,10000.0,10000.0
217,10000.0,10000.0,10000.0
218,7363.9655363362335,7129.145950882777,10000.0
219,10000.0,10000.0,10000.0
220,10000.0,10000.0,10000.0
221,7092.808455043498,7127.98592409596,10000.0
222,10000.0,9647.057529525298,7823.333424768038
223,10000.0,10000.0,9383.62899291003
224,10000.0,10000.0,10000.0
225,10000.0,10000.0,8026.870188953438
226,8126.037601413684,7215.746765179237,7486.088225693332
227,8099.7285298418765,7189.381781680714,7483.86182501889
228,8140.529412736702,7230.270493795572,7487.315222336825
229,7449.047224538135,7115.180767477886,7924.086829326592
